company,date,avjSubj_std,avgPol_std,medianTime_std,numTweets_over_followers_std,sumRetweets_over_followers_std,sumFavorites_over_sumFollowers_std,sumFollowers_over_followers_std,numVerified_over_followers_std,categorical
@cisco,2017-11-21,-0.288587989,0.604431928,0.223650298,-0.577532462,-0.271316091,-0.266587931,-0.774946132,-0.585636762,DOWN
@cisco,2017-11-20,-0.406746399,0.10258745,-1.42263896,-0.620008238,-0.279970349,-0.271921407,0.242025003,-0.3600054,UP
@cisco,2017-11-17,0.3250802,0.560647042,-0.366084105,-0.620008238,-0.283509037,-0.27243591,-0.520077298,-0.510426308,DOWN
@cisco,2017-11-16,0.434119536,0.591881914,-1.19238577,-0.467989671,-0.281402188,-0.270958641,-0.525570012,-0.134374038,DOWN
@cisco,2017-11-15,0.106944964,0.866405793,-0.37660756,-0.479167507,-0.28119578,-0.270621641,-0.269945957,0.091257324,UP
@cisco,2017-11-14,-0.113754784,0.499229559,-0.485630551,-0.568590193,-0.284081773,-0.273269407,0.040798926,0.692940956,UP
@cisco,2017-11-13,-1.194256436,0.472337645,0.799072802,-0.850271656,-0.28496505,-0.273833432,-0.764305581,-0.134374038,UP
@cisco,2017-11-10,-0.531255302,-1.657369411,0.147039547,-0.577532462,-0.277052745,-0.271219109,-0.230425074,-0.209584492,DOWN
@cisco,2017-11-09,0.094192674,0.914873552,-0.762186941,-0.628950506,-0.283880944,-0.27218509,-0.713534871,-0.660847216,DOWN
@cisco,2017-11-08,-0.677524539,0.020622505,-0.004498201,-0.472460805,-0.280381306,-0.270086557,-0.613598475,-0.059163584,UP
@cisco,2017-11-07,-1.284171862,0.215666278,0.046014382,-0.251139656,-0.278672397,-0.271210105,-0.632558574,0.166467778,UP
@google,2017-11-24,0.716045465,-0.704366895,-0.617384204,0.485632186,0.112376194,0.104417388,0.002387059,-0.140656922,UP
@google,2017-11-22,-0.455841206,-0.684659237,0.922828629,1.216363521,0.67959056,0.66236303,0.243427918,0.812456575,UP
@google,2017-11-21,-0.163252437,-0.67380957,0.411809668,1.519206721,0.039155264,0.042650008,0.709260811,1.732704089,UP
@google,2017-11-20,0.781041117,-1.189041757,0.180714602,1.131372042,1.616872581,1.218466179,0.278072926,0.713858627,DOWN
@google,2017-11-17,-0.224001202,0.137837363,0.287211964,0.995581059,0.154093792,0.28289196,1.90811385,0.615260679,DOWN
@google,2017-11-16,2.272440349,1.230025723,-0.488577118,2.054555347,0.529840644,0.507209381,3.562112484,2.915879464,UP
@google,2017-11-15,-0.264347208,-0.432979617,0.767923376,1.188033028,-0.103993165,-0.051930959,0.438722603,1.765570072,UP
@google,2017-11-14,-0.314563045,-0.057370655,-0.089527715,1.088387846,0.228745694,0.514186463,0.349708971,2.192827846,UP
@google,2017-11-13,-0.124465197,-0.753929655,-0.033542936,0.809967485,0.599667382,0.54803849,0.689733895,1.239714349,UP
@google,2017-11-10,-0.222367306,0.913943876,-1.141031311,1.065918835,0.305827243,0.254211056,0.14886311,1.765570072,UP
@google,2017-11-09,-0.941582589,-0.30406422,0.248064713,1.379508084,0.143173385,0.079503816,0.80089881,2.028497933,DOWN
@google,2017-11-08,0.432072951,0.717696798,0.096526964,1.07568797,0.315874115,0.246689601,0.388105525,1.173982384,UP
@google,2017-11-07,0.604074231,0.587853882,0.450115043,1.312101049,0.436542221,0.494241947,1.768440545,2.422889725,UP
@google,2017-11-06,1.549427226,0.508762164,0.475371335,1.827911403,0.788225009,0.769958927,0.268100833,1.37117828,DOWN
@hp,2017-11-24,0.892546291,-0.031963132,0.762030241,-0.995529429,-0.284527797,-0.270820398,0.212843202,-0.439822926,DOWN
@hp,2017-11-22,0.617564014,1.626265742,0.71362235,-0.68599684,-0.248862523,-0.206379351,-0.488204879,-1.068826497,UP
@hp,2017-11-21,-1.329778273,-0.619548415,-1.269417459,-0.872962834,-0.280055814,-0.261925301,-0.730943159,-0.929047926,UP
@hp,2017-11-20,-1.559408538,-0.377516046,1.412800682,-0.777402437,-0.267591976,-0.231341681,-0.639723548,-0.439822926,UP
@hp,2017-11-17,1.280126841,1.654527792,-0.114363068,-0.843879235,-0.27906396,-0.257133519,-0.771474995,-0.649490783,UP
@hp,2017-11-16,1.98707447,1.462289344,0.73214363,-0.69015164,-0.275084448,-0.247563699,-0.340065083,-0.579601498,UP
@hp,2017-11-15,0.161791608,2.870779116,0.492629801,-0.403470449,-0.219243412,-0.133018704,-0.453612201,-0.090376498,UP
@hp,2017-11-14,0.716522276,0.971529241,-1.098095616,-0.879195033,-0.278780573,-0.265762671,-0.759461062,-0.719380069,UP
@hp,2017-11-13,1.299231939,1.190665431,0.194605563,-0.760783237,-0.267189359,-0.231666193,-0.5680016,-0.719380069,DOWN
@hp,2017-11-10,-1.174701726,-0.340013375,-0.18129224,-0.97891023,-0.283622341,-0.269803833,-0.774442641,-1.068826497,DOWN
@hp,2017-11-09,1.053047623,0.696769286,-0.206548532,-0.926975232,-0.281118515,-0.26574534,-0.495313853,-0.579601498,UP
@hp,2017-11-08,0.091974213,0.281059738,-0.610649193,-0.773247637,-0.266698616,-0.250677342,-0.567885644,-0.719380069,UP
@hp,2017-11-07,1.42482694,-0.107834623,-0.610649193,-0.841801835,-0.282011874,-0.268039037,-0.635779178,0.049402073,DOWN
@hp,2017-11-06,0.596707384,-0.273944472,-0.029754492,-0.787789436,-0.278775389,-0.266761906,-0.673372105,0.049402073,DOWN
@ibm,2017-11-24,-0.145292039,0.122069204,0.06958692,-0.954141197,-0.279138169,-0.269338185,-0.820707284,-0.868635092,DOWN
@ibm,2017-11-22,-0.370284522,0.12123111,-0.213283543,-0.767158934,-0.265569293,-0.251672254,-0.755504729,-0.773323227,DOWN
@ibm,2017-11-21,0.615476741,-1.366728999,0.50904639,0.082760444,-0.191311624,-0.156283318,-0.20555292,-0.439731701,UP
@ibm,2017-11-20,-0.005171542,0.192751435,0.265744117,-0.612756914,-0.260336627,-0.260625231,-0.543967129,-0.868635092,DOWN
@ibm,2017-11-17,-1.404975288,-0.635300001,-0.374923807,-0.46260449,-0.251638689,-0.259070991,-0.560891489,-0.296763905,DOWN
@ibm,2017-11-16,-0.235074131,-0.014448549,-1.300566885,-0.095722625,-0.26044974,-0.248965578,-0.310657605,0.418075079,DOWN
@ibm,2017-11-15,0.057736765,0.072708784,-0.999175141,-0.189213757,-0.250612422,-0.233027486,0.070320465,1.561817452,DOWN
@ibm,2017-11-14,-0.05354357,0.398865705,1.035219126,-0.051810124,-0.222389489,-0.196489804,-0.029225502,0.370419147,DOWN
@ibm,2017-11-13,-1.109177507,-0.209964471,-1.456734953,-0.244458516,-0.241630523,-0.230631332,-0.126676163,-0.010828311,DOWN
@ibm,2017-11-10,0.472324888,-0.159031409,-0.600546676,-0.047560527,-0.24600777,-0.243792656,-0.424243894,-0.106140176,DOWN
@ibm,2017-11-09,-0.8300182,-0.32026715,1.048689148,-0.522098847,-0.258159197,-0.256089654,-0.459849187,-1.059258821,DOWN
@ibm,2017-11-08,-0.866508101,0.433457362,0.307416997,-0.231709726,-0.205724137,-0.207781884,-0.186208273,1.275881859,DOWN
@ibm,2017-11-07,-1.377866714,-0.258482262,-0.518463729,-0.318118196,-0.259320964,-0.241473929,-0.506388227,0.22745135,DOWN
@intel,2017-11-24,0.140169315,-1.793335223,-1.061053055,-1.017957605,-0.276364867,-0.256641966,-0.837749512,-1.149037533,UP
@intel,2017-11-22,-1.201054366,-0.82543326,0.413072483,-0.695391385,-0.244271242,-0.255646341,-0.89252147,-1.431641431,DOWN
@intel,2017-11-21,-1.242873457,-0.512801527,-0.04406639,-0.611389766,-0.260492735,-0.25288614,-0.655482972,-0.809912855,UP
@intel,2017-11-20,-0.243395993,0.921210638,-0.118151512,-0.883555013,-0.1983178,-0.231834471,-0.680445787,-1.149037533,DOWN
@intel,2017-11-17,0.035861084,-0.079042931,0.108313234,-0.581149183,-0.071398036,0.233646809,-0.705670225,-0.922954414,DOWN
@intel,2017-11-16,0.174890548,-0.085573684,-0.752505363,-0.539148373,-0.085368252,0.18205265,0.211174208,-0.809912855,UP
@intel,2017-11-15,-0.955006343,-0.115435763,0.546930827,-0.263623061,-0.023643293,0.333468367,0.144356766,-0.07514272,UP
@intel,2017-11-14,-0.264039867,0.091557325,0.223229359,-0.594589442,-0.090283051,0.016231303,-0.650489457,-0.866433635,UP
@intel,2017-11-13,1.413464581,1.800144429,0.630276588,-0.718911839,-0.235834892,-0.205068107,-0.68971672,-0.922954414,UP
@intel,2017-11-10,-0.294880969,0.186264378,-0.004498201,-0.73403213,-0.258782267,-0.239105917,-0.413831092,-0.696871296,DOWN
@intel,2017-11-09,1.195645971,0.346679594,0.500627626,-0.517307952,-0.240120843,-0.214262172,0.572604249,1.055272872,UP
@intel,2017-11-08,2.482734192,1.438939875,0.727934248,-0.441706494,-0.200003113,-0.230939858,0.502494719,0.546585856,UP
@intel,2017-11-07,2.741558159,2.68722587,1.51087928,0.285747531,-0.037665213,-0.136650785,0.32024503,2.411771583,UP
@intel,2017-11-06,-0.610752532,-0.123323622,0.399602461,-0.475307142,-0.24562117,-0.203976786,-0.269753072,0.207461178,UP
@microsoft,2017-11-24,0.665578406,-0.355256911,-0.364400352,-0.682537611,-0.276104248,-0.263153993,-0.615096695,-0.855803453,UP
@microsoft,2017-11-22,0.462630054,0.09803816,-0.226753565,-0.412755,-0.272042911,-0.257923183,-0.582985405,-0.037456826,DOWN
@microsoft,2017-11-21,0.088528195,-0.38431231,0.220282792,-0.2480107,-0.260387722,-0.242687833,-0.340623793,0.036938322,UP
@microsoft,2017-11-20,0.5947168,-0.147323171,-0.354297836,-0.162874384,-0.2568736,-0.245367649,1.148456849,0.371716488,UP
@microsoft,2017-11-17,-0.096894397,-0.162945609,0.158825816,-0.051202074,-0.2355056,-0.208329572,-0.0706534,0.29732134,DOWN
@microsoft,2017-11-16,-0.052499678,-0.25801374,-0.375344745,0.240693866,-0.215363543,-0.23031265,0.491730523,0.780889802,DOWN
@microsoft,2017-11-15,0.11871019,-0.077662178,-0.468793023,0.137866887,-0.238717146,-0.245770019,0.9483973,0.594901932,DOWN
@microsoft,2017-11-14,-0.061367768,0.151760544,-0.577816014,0.169931214,-0.232732745,-0.235426407,0.662502968,1.041272819,DOWN
@microsoft,2017-11-13,0.022196179,0.380156389,-0.194762262,-0.082160734,-0.231829613,-0.225211617,1.592976629,0.036938322,DOWN
@microsoft,2017-11-10,-0.254513435,-0.23702736,-0.534880319,-0.108696729,-0.236237671,-0.223989557,0.542703173,0.520506784,UP
@microsoft,2017-11-09,0.245099475,-0.152987427,-0.055010784,0.204206874,-0.164962875,-0.124363702,0.125319733,0.334518914,DOWN
@microsoft,2017-11-08,-0.640575127,-0.087587704,-0.433855154,1.574127593,0.528320836,1.531292737,0.010648106,1.078470393,UP
@microsoft,2017-11-07,0.042023217,-0.275757873,-0.080267075,0.794632753,-0.224567767,-0.129840069,0.432239517,0.818087376,DOWN
@microsoft,2017-11-06,0.088129824,0.030057813,0.727934248,0.089217564,-0.235726325,-0.177750725,1.184814928,1.524841281,UP
@oracle,2017-11-24,-1.102202136,-0.253596024,-2.360068306,-0.978359166,-0.281896676,-0.271688143,-0.878674764,-1.488162211,UP
@oracle,2017-11-22,1.307049003,0.960071802,1.011646587,-0.458599899,-0.266133731,-0.270155514,-0.639106475,-1.190103844,UP
@oracle,2017-11-21,2.146867218,0.626707921,0.86684385,-0.582633361,-0.268037468,-0.268977156,-0.424784857,-0.991398267,DOWN
@oracle,2017-11-20,-1.342425996,-1.044758371,0.211864028,-0.685994579,-0.275394492,-0.269682302,-0.643344076,-0.991398267,DOWN
@oracle,2017-11-17,2.59855772,-5.249283559,-0.679683056,-0.178048022,-0.25740356,-0.267633982,-0.36361079,-0.494634323,DOWN
@oracle,2017-11-16,0.220862985,0.38665993,0.808333442,-0.638743736,-0.282660627,-0.27252752,-0.355508748,-0.494634323,UP
@oracle,2017-11-15,-0.778989112,0.33685318,-0.571081003,-0.591492894,-0.279742382,-0.27189289,-0.594234439,-0.693339901,DOWN
@oracle,2017-11-14,0.093985694,0.096818912,-0.285263973,-0.145563068,-0.247843113,-0.269173408,-0.43942797,-0.494634323,DOWN
@oracle,2017-11-13,0.050334403,0.717126757,-1.255526498,-0.606258782,-0.270584791,-0.265466722,-0.770177312,-0.693339901,UP
@oracle,2017-11-10,-1.072921933,0.019287045,-1.141031311,-0.768683553,-0.280808475,-0.270667806,-0.752243119,-0.593987112,UP
@oracle,2017-11-10,-1.072921933,0.019287045,-1.141031311,-0.768683553,-0.280697936,-0.270614283,-0.752107424,-0.593987112,UP
@oracle,2017-11-09,-0.466374553,0.276589056,1.914979941,-0.756870842,-0.271451913,-0.27111638,0.12609853,-0.295928746,DOWN
@oracle,2017-11-08,-0.092758,0.193159712,-0.610649193,-0.762777198,-0.282161971,-0.272373748,-0.838746278,-1.190103844,UP
@oracle,2017-11-07,-1.306775005,0.187383632,-1.090518728,-0.795262152,-0.284041144,-0.273230117,-0.035408117,0.200835198,UP
@oracle,2017-11-06,-0.879657574,0.080489348,-0.484367736,-0.812981218,-0.281289936,-0.266990006,-0.700758103,-1.190103844,UP
@xerox,2017-11-24,-0.071979033,-0.849487612,-3.460400732,-1.201519814,-0.285578092,-0.27413886,-0.926376075,-1.122621934,UP
@xerox,2017-11-22,0.570471349,0.975432155,-1.004647338,-0.669116405,-0.284231467,-0.273273025,2.240319447,-0.757081658,DOWN
@xerox,2017-11-21,0.340583882,0.571334725,1.727241509,-0.288828256,-0.27963125,-0.273588727,-0.85516161,-1.488162211,DOWN
@xerox,2017-11-20,-3.574096758,-0.898551361,-2.641675955,-0.745174035,-0.284348958,-0.27360123,-0.861906772,-0.026001105,UP
@xerox,2017-11-17,-1.134129249,1.185406303,-1.938288241,-0.625654903,-0.283888032,-0.274488946,-0.929865558,-0.757081658,UP
@xerox,2017-11-16,2.089766285,3.346905693,0.858004149,-0.408347389,-0.278402116,-0.274051339,-0.901042602,-1.488162211,DOWN
@xerox,2017-11-15,0.009353969,-0.448797373,-1.16460385,-0.636520278,-0.284403184,-0.273682499,-0.778355183,-1.122621934,UP
@xerox,2017-11-14,-2.282660593,-0.04816005,-1.578386089,-0.495270394,-0.284900261,-0.274051339,-0.726803121,-0.757081658,DOWN
@xerox,2017-11-13,0.222557343,1.521986124,-0.860686477,-0.962481549,-0.282252199,-0.271747654,-0.895836504,0.339539171,DOWN
@xerox,2017-11-10,-1.06729164,-0.465057177,0.374346169,-0.50613577,-0.28164667,-0.270672392,2.291383684,-0.757081658,DOWN
@xerox,2017-11-09,0.04585726,-0.20825229,1.409854114,-0.560462649,-0.282170859,-0.273060473,-0.460592464,1.070619724,UP
@xerox,2017-11-08,-1.02156494,0.654489083,1.384597823,-0.593058776,-0.281972029,-0.27380753,-0.919567627,-1.488162211,UP
@xerox,2017-11-07,0.113588633,1.72124087,2.521130933,-0.462674267,-0.278754588,-0.272972952,-0.918385422,-1.488162211,DOWN
@xerox,2017-11-06,-2.642603615,-0.513185026,-0.18129224,-0.832097041,-0.282930031,-0.272938569,-0.79656466,-0.757081658,UP
